sample,PHLDA3,study,stype,site,disease
TCGA-5G-A9ZZ-01,11.67,TCGA,Primary Tumor,Thymus,Thymoma
TCGA-KL-8330-01,8.96,TCGA,Primary Tumor,Kidney,Kidney Chromophobe
GTEX-Y111-0926-SM-4SOIU,12.48,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
TCGA-AB-2869-03,8.505,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
TCGA-DA-A95V-06,12.63,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-AC-A3QQ-01,10.14,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-BP-4782-01,10.84,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-BH-A0B1-01,9.965,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-OXRK-1626-SM-3NB17,9.681,GTEX,Normal Tissue,Stomach,Stomach
GTEX-W5WG-1426-SM-4KKZP,10.79,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-V4-A9EJ-01,12.11,TCGA,Primary Tumor,Eye,Uveal Melanoma
TCGA-44-6777-11,11.59,TCGA,Solid Tissue Normal,Lung,Lung Adenocarcinoma
TCGA-2Y-A9GU-01,9.698,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TARGET-20-PANPTM-09,6.158,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
TCGA-DK-AA6P-01,10.67,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-WYBS-0926-SM-3NM94,11.79,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-XF-A9SM-01,10.85,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-PLZ4-0006-SM-2S1NY,6.785,GTEX,Normal Tissue,Blood,Whole Blood
TARGET-10-PARJZZ-04,6.005,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Lymphoblastic Leukemia
TCGA-2J-AABO-01,11.97,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-C5-A2LT-01,12.62,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-OR-A5K5-01,12.1,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TCGA-CN-A497-01,10.64,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-98-8022-01,12.28,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-S32W-2326-SM-2XCAW,10.36,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-EB-A85J-01,12.14,TCGA,Primary Tumor,Skin,Skin Cutaneous Melanoma
TCGA-43-A56U-01,10.73,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-EM-A2P1-01,10.69,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-B1-A47N-01,11.76,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
GTEX-13N1W-3126-SM-5IFHB,10.61,GTEX,Normal Tissue,Pituitary,Pituitary
TCGA-EM-A2P1-06,10.74,TCGA,Metastatic,Thyroid Gland,Thyroid Carcinoma
TCGA-G9-6361-01,11.31,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-D7-A748-01,11.94,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-H2-A3RH-01,12.24,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-HT-A4DV-01,11.82,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-DU-6396-01,9.039,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-FD-A6TA-01,12.31,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-145MO-2126-SM-5Q5CZ,9.776,GTEX,Normal Tissue,Pancreas,Pancreas
TCGA-19-4065-02,11.27,TCGA,Recurrent Tumor,Brain,Glioblastoma Multiforme
TCGA-19-4065-01,11.06,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-DI-A2QT-01,9.257,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
GTEX-11OF3-1826-SM-5987N,9.894,GTEX,Normal Tissue,Testis,Testis
TCGA-67-6216-01,11.24,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-4X-A9FD-01,12.75,TCGA,Primary Tumor,Thymus,Thymoma
GTEX-1313W-0126-SM-5LZUN,11.65,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
GTEX-WFG8-0126-SM-5CHTB,0.0,GTEX,Normal Tissue,Adrenal Gland,Adrenal Gland
TCGA-E7-A7PW-01,13.4,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
TCGA-F5-6861-01,10.92,TCGA,Primary Tumor,Rectum,Rectum Adenocarcinoma
TARGET-20-PASPGA-09,5.98,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
GTEX-131XF-0126-SM-5DUVF,10.44,GTEX,Normal Tissue,Adrenal Gland,Adrenal Gland
TCGA-A8-A091-01,9.495,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-EB-A5SF-01,13.29,TCGA,Primary Tumor,Skin,Skin Cutaneous Melanoma
TCGA-EB-A82C-01,11.43,TCGA,Primary Tumor,Skin,Skin Cutaneous Melanoma
TCGA-CV-A460-01,12.92,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
TCGA-D8-A1XT-01,9.429,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-S5-A6DX-01,13.57,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
TCGA-AB-2973-03,5.64,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
TCGA-FG-7643-01,11.15,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
GTEX-Y3I4-0226-SM-4TT27,10.11,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-F5-6814-01,8.318,TCGA,Primary Tumor,Rectum,Rectum Adenocarcinoma
GTEX-Y3I4-1126-SM-4TT7Y,12.23,GTEX,Normal Tissue,Colon,Colon - Sigmoid
TCGA-EL-A3CT-01,10.66,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-111CU-0626-SM-5EGHL,11.98,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-PL-A8LY-01,11.52,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-G2-AA3B-01,12.15,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-13NZA-2526-SM-5IJFX,9.868,GTEX,Normal Tissue,Testis,Testis
TCGA-CH-5769-01,9.98,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-OOBJ-2626-SM-2I3F6,10.12,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-DJ-A3VA-01,11.69,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-S95S-1426-SM-2XCDM,9.045,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-B8-5546-01,10.37,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-EI-6511-01,9.601,TCGA,Primary Tumor,Rectum,Rectum Adenocarcinoma
TCGA-G9-6499-01,9.95,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-VD-A8KK-01,12.65,TCGA,Primary Tumor,Eye,Uveal Melanoma
TCGA-AR-A2LL-01,10.85,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-G9-6365-01,11.23,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-ZAB4-1426-SM-5CVN6,10.09,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
TARGET-50-PALERC-01,8.66,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
GTEX-12BJ1-0226-SM-5LUA2,9.939,GTEX,Normal Tissue,Heart,Heart - Left Ventricle
TCGA-GU-AATP-01,12.08,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-12WSC-0826-SM-5EQ5Q,11.44,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-G9-7510-01,10.34,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-S95S-0326-SM-4B66U,11.74,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
GTEX-1497J-2326-SM-5NQBK,13.12,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
GTEX-13QBU-1926-SM-5IJEW,10.32,GTEX,Normal Tissue,Small Intestine,Small Intestine - Terminal Ileum
GTEX-PWN1-1726-SM-2S1O9,12.96,GTEX,Normal Tissue,Nerve,Nerve - Tibial
TCGA-RW-A686-01,10.89,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
GTEX-145LV-0326-SM-5Q5BW,11.23,GTEX,Normal Tissue,Heart,Heart - Left Ventricle
TCGA-QF-A5YS-01,11.93,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
GTEX-X585-0426-SM-4E3JZ,12.86,GTEX,Normal Tissue,Nerve,Nerve - Tibial
TCGA-4H-AAAK-01,10.78,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-RW-A686-06,11.01,TCGA,Metastatic,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-C5-A1BK-01,12.65,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-D7-A4YT-01,10.66,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-UC-A7PD-01,11.79,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
GTEX-14BMV-2326-SM-5RQJ4,11.8,GTEX,Normal Tissue,Prostate,Prostate
TCGA-MY-A5BD-01,11.75,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
GTEX-QVUS-0626-SM-447CC,12.35,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-139T8-0626-SM-5KLZX,11.7,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
TCGA-J4-AAU2-01,9.587,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-P4QS-1326-SM-3NMCD,9.875,GTEX,Normal Tissue,Adrenal Gland,Adrenal Gland
TCGA-BR-7704-11,11.26,TCGA,Solid Tissue Normal,Stomach,Stomach Adenocarcinoma
TCGA-HS-A5N7-01,11.47,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-44-A47G-01,11.38,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
TCGA-BR-8589-01,10.72,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-131YS-0626-SM-5EGKL,11.01,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-A8-A08P-01,9.339,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-B0-5695-01,10.02,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-GN-A8LL-06,13.13,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-ZVT3-0926-SM-5GICK,10.88,GTEX,Normal Tissue,Lung,Lung
TCGA-L5-A4OM-11,9.965,TCGA,Solid Tissue Normal,Esophagus,Esophageal Carcinoma
GTEX-ZT9W-1126-SM-57WDR,11.7,GTEX,Normal Tissue,Skin,Skin - Not Sun Exposed (Suprapubic)
GTEX-13U4I-1026-SM-5LU3G,11.68,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
GTEX-12C56-2026-SM-5FQSI,10.54,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
GTEX-13O1R-2526-SM-5N9FW,9.331,GTEX,Normal Tissue,Kidney,Kidney - Cortex
GTEX-13112-0011-R5b-SM-5DUV8,10.37,GTEX,Normal Tissue,Brain,Brain - Caudate (Basal Ganglia)
TCGA-D8-A1X8-01,9.626,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-X4XX-0011-R3B-SM-46MWK,10.38,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
GTEX-12WSK-2326-SM-5GCOH,11.52,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-DX-A3U6-01,10.22,TCGA,Primary Tumor,"Soft tissue,Bone",Sarcoma
TCGA-VS-A9UZ-01,10.72,TCGA,Primary Tumor,Cervix,Cervical & Endocervical Cancer
TCGA-KP-A3VZ-01,10.17,TCGA,Primary Tumor,Endometrium,Uterine Corpus Endometrioid Carcinoma
TCGA-2G-AAGA-01,13.28,TCGA,Primary Tumor,Testis,Testicular Germ Cell Tumor
TCGA-CQ-5329-01,10.99,TCGA,Primary Tumor,Head and Neck region,Head & Neck Squamous Cell Carcinoma
GTEX-145MH-0626-SM-5NQAK,10.62,GTEX,Normal Tissue,Lung,Lung
TCGA-C8-A1HM-01,8.911,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-13X6J-0126-SM-5QGOU,11.24,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-EL-A3ZP-01,11.8,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-ZTPG-2026-SM-5O999,10.27,GTEX,Normal Tissue,Uterus,Uterus
TCGA-D3-A51N-06,12.41,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-13PVQ-0126-SM-5SIB4,11.8,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-EE-A17Y-06,12.39,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-X8HC-1426-SM-46MWC,12.06,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-CZ-5467-01,10.14,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-2Y-A9HA-01,6.479,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-EE-A2GH-06,11.96,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-11ZTS-0011-R3a-SM-5BC78,10.47,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
GTEX-13OW7-0626-SM-5K7UD,11.0,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TCGA-DJ-A2QB-01,10.45,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-VUSG-2826-SM-4KKZM,11.74,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TARGET-51-PALFEF-01,9.221,TARGET,Primary Solid Tumor,Kidney,Clear Cell Sarcoma Of The Kidney
GTEX-XLM4-0011-R6A-SM-4AT4B,10.54,GTEX,Normal Tissue,Brain,Brain - Nucleus Accumbens (Basal Ganglia)
GTEX-12WSB-0011-R11b-SM-57WBJ,9.698,GTEX,Normal Tissue,Brain,Brain - Cerebellar Hemisphere
GTEX-XYKS-2926-SM-4E3IA,12.01,GTEX,Normal Tissue,Salivary Gland,Minor Salivary Gland
GTEX-P78B-0008-SM-48TE1,13.05,GTEX,Cell Line,Skin,Cells - Transformed Fibroblasts
TCGA-FD-A43Y-01,13.06,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-145MO-0526-SM-5Q5F7,12.7,GTEX,Normal Tissue,Nerve,Nerve - Tibial
TCGA-51-4081-01,11.12,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-B9-A8YI-01,10.49,TCGA,Primary Tumor,Kidney,Kidney Papillary Cell Carcinoma
TCGA-TM-A84C-01,12.94,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-02-2485-01,10.76,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-S3-A6ZG-01,10.85,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-144GM-1926-SM-5LUAN,12.62,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-KK-A8I8-01,8.95,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-AO-A0J5-01,10.43,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-A2-A0EM-01,10.84,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-13N2G-0011-R3b-SM-5MR5G,11.08,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
TCGA-CH-5750-01,8.341,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-A8-A08T-01,11.16,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-CK-4948-01,10.59,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
TCGA-EJ-A65B-01,11.78,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-WY-A85E-01,9.342,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-10-0933-01,11.66,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-EE-A29B-06,11.44,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TARGET-20-PASCRZ-04,4.614,TARGET,Recurrent Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
TCGA-12-1597-01,11.58,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-24-1427-01,11.88,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-14BMV-1426-SM-5S2WA,12.05,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-A6-6651-01,11.08,TCGA,Primary Tumor,Colon,Colon Adenocarcinoma
TCGA-XJ-A83H-01,10.16,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-A1-A0SD-01,10.77,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-QR-A70E-01,10.58,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-13-0900-01,12.11,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
GTEX-XV7Q-2326-SM-4BRVZ,12.62,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-ZG-A8QY-01,10.99,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-RNOR-0011-R7A-SM-2TF4V,9.756,GTEX,Normal Tissue,Brain,Brain - Putamen (Basal Ganglia)
TCGA-VD-A8KL-01,12.12,TCGA,Primary Tumor,Eye,Uveal Melanoma
GTEX-T5JC-2326-SM-32PMR,9.23,GTEX,Normal Tissue,Brain,Brain - Cerebellum
TCGA-28-1747-01,11.73,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-S3-AA12-01,10.33,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-13O1R-1326-SM-5IJF5,11.48,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
TCGA-28-2499-01,11.18,TCGA,Primary Tumor,Brain,Glioblastoma Multiforme
TCGA-CH-5791-01,10.14,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
TCGA-P8-A5KD-01,10.8,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
TCGA-2H-A9GK-01,8.936,TCGA,Primary Tumor,Esophagus,Esophageal Carcinoma
TCGA-OR-A5J8-01,12.71,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TARGET-50-PAJLLF-01,9.167,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
GTEX-ZVT2-1726-SM-51MRO,12.5,GTEX,Normal Tissue,Colon,Colon - Sigmoid
GTEX-ZTPG-0726-SM-5DUXP,11.43,GTEX,Normal Tissue,Blood Vessel,Artery - Aorta
TCGA-AB-2977-03,6.988,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-ZC5H-0226-SM-4WAY9,11.63,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-FY-A40K-01,10.8,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
TCGA-DD-AACL-01,6.379,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-VUSG-2526-SM-4KL1V,11.4,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-TS-A8AI-01,11.41,TCGA,Primary Tumor,Lining of body cavities,Mesothelioma
TCGA-77-8148-01,10.84,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-1192X-1026-SM-5H12P,10.54,GTEX,Normal Tissue,Liver,Liver
GTEX-ZZ64-0126-SM-5GZXA,10.54,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-AO-A12A-01,10.88,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-13O3P-0626-SM-5L3D5,9.944,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-GD-A3OP-11,12.26,TCGA,Solid Tissue Normal,Bladder,Bladder Urothelial Carcinoma
TCGA-SR-A6MY-01,11.16,TCGA,Primary Tumor,Paraganglia,Pheochromocytoma & Paraganglioma
GTEX-TSE9-0226-SM-3DB84,10.52,GTEX,Normal Tissue,Adipose Tissue,Adipose - Subcutaneous
TCGA-D3-A8GJ-06,11.41,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
GTEX-14DAR-2126-SM-5RQID,11.25,GTEX,Normal Tissue,Blood Vessel,Artery - Tibial
TCGA-A2-A0YM-01,8.816,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-18-3416-01,10.39,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
GTEX-QDVN-0006-SM-48U1R,4.222,GTEX,Normal Tissue,Blood,Whole Blood
TARGET-50-PAKZFK-01,10.77,TARGET,Primary Solid Tumor,Kidney,Wilms Tumor
TCGA-IB-A6UG-01,11.37,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-DD-A4NP-01,9.13,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
TCGA-OR-A5JQ-01,11.1,TCGA,Primary Tumor,Adrenal gland,Adrenocortical Cancer
TCGA-DJ-A2QA-01,11.88,TCGA,Primary Tumor,Thyroid Gland,Thyroid Carcinoma
GTEX-117YX-1226-SM-5H11S,9.68,GTEX,Normal Tissue,Thyroid,Thyroid
TCGA-G3-A5SI-01,8.39,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-SE5C-1226-SM-4BRWV,11.53,GTEX,Normal Tissue,Esophagus,Esophagus - Mucosa
GTEX-145MH-0011-R5a-SM-5P9JT,10.35,GTEX,Normal Tissue,Brain,Brain - Caudate (Basal Ganglia)
TCGA-IB-7887-01,11.58,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-44-3398-01,11.61,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-11VI4-0326-SM-5EQ6L,11.19,GTEX,Normal Tissue,Stomach,Stomach
TCGA-VQ-AA6D-01,10.07,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
GTEX-N7MT-1926-SM-3LK5N,11.86,GTEX,Normal Tissue,Vagina,Vagina
TARGET-20-PASXYG-09,6.147,TARGET,Primary Blood Derived Cancer - Bone Marrow,White blood cell,Acute Myeloid Leukemia
GTEX-OXRK-1826-SM-2HMJE,10.28,GTEX,Normal Tissue,Muscle,Muscle - Skeletal
TCGA-FR-A7UA-06,11.62,TCGA,Metastatic,Skin,Skin Cutaneous Melanoma
TCGA-DD-A113-01,10.95,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
GTEX-R53T-1526-SM-48FEK,12.67,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
GTEX-WYVS-1526-SM-4OND4,10.32,GTEX,Normal Tissue,Ovary,Ovary
GTEX-11DXZ-1926-SM-5GZZL,13.13,GTEX,Normal Tissue,Breast,Breast - Mammary Tissue
TCGA-BH-A1FN-11,10.12,TCGA,Solid Tissue Normal,Breast,Breast Invasive Carcinoma
TCGA-66-2737-01,11.86,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-ZF-A9RE-01,11.6,TCGA,Primary Tumor,Bladder,Bladder Urothelial Carcinoma
GTEX-SUCS-0326-SM-32PLL,10.56,GTEX,Normal Tissue,Heart,Heart - Left Ventricle
TCGA-D7-A6EZ-01,9.556,TCGA,Primary Tumor,Stomach,Stomach Adenocarcinoma
TCGA-DU-7298-01,9.644,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-E2-A9RU-01,10.02,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-A8-A08I-01,9.424,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-1339X-1126-SM-5J2OI,11.96,GTEX,Normal Tissue,Esophagus,Esophagus - Gastroesophageal Junction
GTEX-U4B1-0926-SM-4DXUV,11.38,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-YL-A9WY-01,10.51,TCGA,Primary Tumor,Prostate,Prostate Adenocarcinoma
GTEX-1399R-0726-SM-5KM2A,11.64,GTEX,Normal Tissue,Esophagus,Esophagus - Muscularis
TCGA-C8-A130-01,9.931,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-E2-A1B4-01,11.28,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-AB-2969-03,8.877,TCGA,Primary Blood Derived Cancer - Peripheral Blood,White blood cell,Acute Myeloid Leukemia
GTEX-RVPV-0011-R3A-SM-2TF63,10.29,GTEX,Normal Tissue,Brain,Brain - Anterior Cingulate Cortex (Ba24)
GTEX-ZV6S-1526-SM-5NQ7O,11.2,GTEX,Normal Tissue,Uterus,Uterus
GTEX-1122O-0926-SM-5N9C9,15.09,GTEX,Normal Tissue,Adipose Tissue,Adipose - Visceral (Omentum)
GTEX-1269C-1826-SM-5N9E1,10.2,GTEX,Normal Tissue,Ovary,Ovary
TCGA-61-2088-01,12.76,TCGA,Primary Tumor,Ovary,Ovarian Serous Cystadenocarcinoma
TCGA-NC-A5HH-01,10.79,TCGA,Primary Tumor,Lung,Lung Squamous Cell Carcinoma
TCGA-TM-A84T-01,8.602,TCGA,Primary Tumor,Brain,Brain Lower Grade Glioma
TCGA-LL-A73Z-01,11.47,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
TCGA-F2-7273-01,11.1,TCGA,Primary Tumor,Pancreas,Pancreatic Adenocarcinoma
TCGA-78-7633-01,11.25,TCGA,Primary Tumor,Lung,Lung Adenocarcinoma
GTEX-13N1W-0726-SM-5MR57,10.96,GTEX,Normal Tissue,Lung,Lung
TCGA-C8-A1HI-01,11.96,TCGA,Primary Tumor,Breast,Breast Invasive Carcinoma
GTEX-R3RS-0126-SM-3GIJL,10.98,GTEX,Normal Tissue,Skin,Skin - Sun Exposed (Lower Leg)
TCGA-FA-A4XK-01,11.26,TCGA,Primary Tumor,Lymphatic tissue,Diffuse Large B-Cell Lymphoma
TCGA-W5-AA33-01,12.09,TCGA,Primary Tumor,Bile duct,Cholangiocarcinoma
TCGA-DV-5565-01,9.85,TCGA,Primary Tumor,Kidney,Kidney Clear Cell Carcinoma
TCGA-BW-A5NQ-01,5.473,TCGA,Primary Tumor,Liver,Liver Hepatocellular Carcinoma
